order_id,customer_id,sales_rep_employee_id,order_date,order_status,currency
O000530,C00183,E00248,2025-10-26,Completed,USD
O000531,C00108,E00153,2024-10-02,Completed,USD
O000532,C00006,E00284,2024-12-24,Cancelled,USD
O000533,C00059,E00017,2024-04-14,Completed,USD
O000534,C00055,E00017,2024-07-10,Shipped,USD
O000535,C00185,E00286,2025-12-06,Cancelled,USD
O000536,C00286,E00034,2025-05-14,Processing,USD
O000537,C00111,E00184,2025-06-30,Completed,USD
O000538,C00305,E00280,2025-11-14,Completed,USD
O000539,C00140,E00217,2024-12-10,Completed,USD
O000540,C00285,E00353,2024-10-27,Completed,USD
O000541,C00237,E00081,2023-01-01,Shipped,USD
O000542,C00336,E00284,2023-06-13,Completed,USD
O000543,C00247,E00034,2023-03-28,Completed,USD
O000544,C00258,E00280,2024-04-15,Shipped,USD
O000545,C00341,E00217,2025-10-31,Shipped,USD
O000546,C00405,E00336,2025-09-07,Processing,USD
O000547,C00086,E00115,2024-08-28,Completed,USD
O000548,C00402,E00115,2023-05-23,Completed,USD
O000549,C00108,E00280,2024-03-13,Completed,USD
O000550,C00409,E00248,2025-03-08,Completed,USD
O000551,C00310,E00211,2023-10-15,Shipped,USD
O000552,C00040,E00153,2024-04-11,Completed,USD
O000553,C00391,E00348,2025-08-13,Completed,USD
O000554,C00402,E00017,2025-04-17,Completed,USD
O000555,C00007,E00115,2025-08-23,Completed,USD
O000556,C00107,E00153,2023-01-08,Processing,USD
O000557,C00031,E00281,2025-09-08,Processing,USD
O000558,C00146,E00211,2023-07-02,Completed,USD
O000559,C00068,E00336,2023-11-08,Completed,USD
O000560,C00135,E00014,2025-08-31,Shipped,USD
O000561,C00017,E00281,2023-11-25,Shipped,USD
O000562,C00149,E00140,2025-01-07,Shipped,USD
O000563,C00418,E00014,2023-03-01,Processing,USD
O000564,C00083,E00115,2025-01-26,Completed,USD
O000565,C00124,E00198,2025-06-30,Completed,USD
O000566,C00067,E00348,2025-08-27,Completed,USD
O000567,C00063,E00281,2025-01-31,Shipped,USD
O000568,C00128,E00217,2023-08-10,Completed,USD
O000569,C00333,E00160,2025-01-21,Completed,USD
O000570,C00018,E00064,2023-05-10,Shipped,USD
O000571,C00267,E00179,2025-10-25,Completed,USD
O000572,C00120,E00280,2023-10-26,Completed,USD
O000573,C00407,E00281,2024-07-05,Shipped,USD
O000574,C00400,E00160,2024-10-08,Shipped,USD
O000575,C00125,E00211,2025-03-23,Completed,USD
O000576,C00158,E00123,2023-03-02,Shipped,USD
O000577,C00419,E00153,2024-04-11,Completed,USD
O000578,C00008,E00310,2024-12-16,Processing,USD
O000579,C00255,E00179,2023-11-26,Completed,USD
O000580,C00049,E00348,2025-05-01,Completed,USD
O000581,C00418,E00264,2023-06-03,Completed,USD
O000582,C00396,E00081,2025-06-11,Shipped,USD
O000583,C00010,E00034,2023-07-02,Completed,USD
O000584,C00181,E00177,2025-08-26,Cancelled,USD
O000585,C00429,E00138,2024-12-18,Completed,USD
O000586,C00295,E00264,2025-06-07,Processing,USD
O000587,C00317,E00357,2024-05-08,Shipped,USD
O000588,C00042,E00014,2024-06-08,Processing,USD
O000589,C00187,E00280,2025-10-29,Shipped,USD
O000590,C00273,E00211,2023-03-14,Processing,USD
O000591,C00206,E00160,2025-02-16,Completed,USD
O000592,C00118,E00153,2024-06-02,Completed,USD
O000593,C00240,E00284,2023-04-18,Completed,USD
O000594,C00236,E00153,2025-08-23,Completed,USD
O000595,C00110,E00034,2023-05-21,Completed,USD
O000596,C00189,E00153,2024-10-30,Completed,USD
O000597,C00409,E00248,2025-02-26,Completed,USD
O000598,C00238,E00286,2025-05-14,Completed,USD
O000599,C00421,E00286,2025-10-06,Completed,USD
O000600,C00215,E00138,2025-04-02,Shipped,USD
O000601,C00422,E00198,2024-07-06,Completed,USD
O000602,C00053,E00281,2023-12-25,Processing,USD
O000603,C00384,E00153,2024-10-01,Completed,USD
O000604,C00195,E00264,2024-07-21,Completed,USD
O000605,C00111,E00160,2025-06-30,Completed,USD
O000606,C00094,E00140,2025-12-25,Processing,USD
O000607,C00111,E00127,2024-11-26,Processing,USD
O000608,C00224,E00284,2025-03-20,Cancelled,USD
O000609,C00039,E00217,2024-08-16,Completed,USD
O000610,C00107,E00014,2023-04-13,Completed,USD
O000611,C00331,E00217,2025-05-16,Shipped,USD
O000612,C00151,E00017,2025-01-24,Completed,USD
O000613,C00394,E00211,2023-05-04,Shipped,USD
O000614,C00102,E00264,2024-04-28,Cancelled,USD
O000615,C00111,E00348,2025-04-19,Completed,USD
O000616,C00015,E00192,2024-05-13,Completed,USD
O000617,C00341,E00336,2025-07-01,Completed,USD
O000618,C00426,E00264,2023-09-25,Completed,USD
O000619,C00272,E00198,2023-03-14,Shipped,USD
O000620,C00241,E00014,2023-01-27,Shipped,USD
O000621,C00209,E00177,2025-05-12,Shipped,USD
O000622,C00073,E00177,2023-02-13,Completed,USD
O000623,C00140,E00329,2025-05-26,Completed,USD
O000624,C00036,E00281,2024-12-02,Shipped,USD
O000625,C00208,E00014,2023-10-08,Cancelled,USD
O000626,C00088,E00034,2024-03-26,Completed,USD
O000627,C00222,E00184,2024-11-30,Completed,USD
O000628,C00213,E00081,2023-02-26,Shipped,USD
O000629,C00433,E00177,2023-03-21,Shipped,USD
O000630,C00008,E00184,2024-02-02,Completed,USD
O000631,C00016,E00211,2023-04-19,Completed,USD
O000632,C00397,E00329,2024-05-10,Shipped,USD
O000633,C00053,E00138,2025-08-05,Completed,USD
O000634,C00324,E00034,2024-02-02,Completed,USD
O000635,C00380,E00264,2025-03-24,Processing,USD
O000636,C00139,E00123,2025-10-20,Processing,USD
O000637,C00223,E00179,2024-03-11,Processing,USD
O000638,C00307,E00127,2024-04-19,Completed,USD
O000639,C00129,E00348,2024-07-03,Cancelled,USD
O000640,C00248,E00127,2024-12-14,Completed,USD
O000641,C00124,E00179,2024-09-10,Cancelled,USD
O000642,C00350,E00064,2023-02-03,Completed,USD
O000643,C00138,E00115,2024-06-11,Completed,USD
O000644,C00415,E00211,2023-01-18,Completed,USD
O000645,C00107,E00336,2024-01-28,Processing,USD
O000646,C00054,E00284,2023-07-22,Completed,USD
O000647,C00299,E00192,2024-08-03,Shipped,USD
O000648,C00212,E00264,2023-09-07,Completed,USD
O000649,C00342,E00211,2025-11-22,Shipped,USD
O000650,C00402,E00160,2025-03-21,Completed,USD
O000651,C00180,E00348,2025-08-04,Shipped,USD
O000652,C00272,E00192,2024-04-27,Completed,USD
O000653,C00109,E00357,2023-01-16,Completed,USD
O000654,C00271,E00280,2024-08-11,Completed,USD
O000655,C00110,E00217,2023-12-08,Completed,USD
O000656,C00431,E00357,2024-01-17,Completed,USD
O000657,C00166,E00064,2024-10-27,Shipped,USD
O000658,C00258,E00140,2025-05-23,Processing,USD
O000659,C00338,E00184,2024-01-05,Processing,USD
O000660,C00152,E00017,2024-04-19,Completed,USD
O000661,C00130,E00184,2024-05-24,Processing,USD
O000662,C00176,E00127,2024-01-01,Completed,USD
O000663,C00251,E00348,2023-07-15,Processing,USD
O000664,C00324,E00064,2023-03-02,Completed,USD
O000665,C00204,E00184,2024-05-02,Cancelled,USD
O000666,C00426,E00014,2025-03-04,Completed,USD
O000667,C00087,E00264,2024-07-16,Completed,USD
O000668,C00291,E00153,2024-03-13,Shipped,USD
O000669,C00237,E00014,2023-12-26,Completed,USD
O000670,C00190,E00081,2023-04-02,Shipped,USD
O000671,C00188,E00348,2025-09-11,Completed,USD
O000672,C00156,E00179,2025-03-29,Completed,USD
O000673,C00237,E00184,2023-02-05,Completed,USD
O000674,C00044,E00123,2023-08-24,Cancelled,USD
O000675,C00316,E00211,2023-05-22,Completed,USD
O000676,C00072,E00014,2024-05-28,Completed,USD
O000677,C00343,E00264,2024-05-28,Completed,USD
O000678,C00399,E00160,2025-09-30,Completed,USD
O000679,C00097,E00034,2023-03-20,Completed,USD
O000680,C00168,E00217,2024-10-30,Shipped,USD
O000681,C00135,E00284,2024-12-31,Shipped,USD
O000682,C00208,E00160,2025-03-23,Completed,USD
O000683,C00319,E00353,2025-03-17,Completed,USD
O000684,C00149,E00264,2023-11-08,Processing,USD
O000685,C00329,E00264,2024-08-31,Processing,USD
O000686,C00029,E00138,2025-10-09,Completed,USD
O000687,C00289,E00280,2024-11-05,Completed,USD
O000688,C00384,E00211,2025-05-26,Processing,USD
O000689,C00109,E00281,2025-06-24,Completed,USD
O000690,C00284,E00081,2024-08-24,Completed,USD
O000691,C00167,E00123,2025-08-05,Completed,USD
O000692,C00026,E00284,2025-08-09,Completed,USD
O000693,C00234,E00127,2023-06-20,Shipped,USD
O000694,C00097,E00140,2023-01-19,Completed,USD
O000695,C00327,E00192,2023-10-30,Completed,USD
O000696,C00300,E00284,2024-06-16,Completed,USD
O000697,C00372,E00217,2023-09-05,Shipped,USD
O000698,C00354,E00064,2025-12-28,Completed,USD
O000699,C00011,E00081,2025-09-23,Completed,USD
O000700,C00086,E00310,2025-08-30,Completed,USD
O000701,C00090,E00348,2024-08-02,Completed,USD
O000702,C00172,E00217,2024-06-22,Completed,USD
O000703,C00272,E00177,2025-08-07,Shipped,USD
O000704,C00218,E00286,2023-05-06,Completed,USD
O000705,C00150,E00153,2025-01-19,Completed,USD
O000706,C00311,E00140,2024-12-24,Completed,USD
O000707,C00289,E00192,2025-08-23,Completed,USD
O000708,C00439,E00280,2025-04-30,Processing,USD
O000709,C00153,E00211,2023-07-02,Completed,USD
O000710,C00240,E00192,2025-03-08,Shipped,USD
O000711,C00311,E00184,2023-06-01,Completed,USD
O000712,C00401,E00264,2025-12-16,Processing,USD
O000713,C00146,E00248,2024-03-10,Completed,USD
O000714,C00138,E00084,2024-02-24,Shipped,USD
O000715,C00122,E00348,2023-01-28,Completed,USD
O000716,C00352,E00184,2025-09-26,Shipped,USD
O000717,C00297,E00034,2023-06-21,Shipped,USD
O000718,C00366,E00310,2023-09-11,Shipped,USD
O000719,C00101,E00286,2025-10-23,Completed,USD
O000720,C00335,E00280,2023-01-16,Completed,USD
O000721,C00166,E00160,2023-04-19,Completed,USD
O000722,C00413,E00286,2024-11-13,Completed,USD
O000723,C00246,E00184,2024-08-01,Completed,USD
O000724,C00338,E00184,2023-04-03,Completed,USD
O000725,C00001,E00329,2024-10-16,Processing,USD
O000726,C00106,E00329,2023-01-13,Completed,USD
O000727,C00320,E00177,2025-05-28,Completed,USD
O000728,C00257,E00348,2025-06-13,Completed,USD
O000729,C00444,E00127,2024-11-03,Completed,USD
O000730,C00210,E00160,2024-03-15,Completed,USD
O000731,C00374,E00281,2024-01-29,Completed,USD
O000732,C00375,E00138,2023-04-04,Completed,USD
O000733,C00189,E00248,2024-08-20,Completed,USD
O000734,C00016,E00248,2025-09-03,Completed,USD
O000735,C00165,E00310,2024-08-09,Shipped,USD
O000736,C00042,E00357,2023-11-06,Processing,USD
O000737,C00213,E00179,2025-12-09,Completed,USD
O000738,C00210,E00179,2024-12-17,Completed,USD
O000739,C00186,E00353,2023-10-01,Completed,USD
O000740,C00151,E00138,2023-06-06,Shipped,USD
O000741,C00133,E00138,2023-04-01,Completed,USD
O000742,C00248,E00064,2025-09-19,Processing,USD
O000743,C00252,E00177,2025-06-02,Completed,USD
O000744,C00272,E00127,2023-07-06,Processing,USD
O000745,C00028,E00310,2025-08-06,Completed,USD
O000746,C00103,E00153,2023-01-18,Shipped,USD
O000747,C00042,E00353,2025-01-06,Completed,USD
O000748,C00032,E00284,2024-09-01,Completed,USD
O000749,C00126,E00177,2024-04-30,Completed,USD
O000750,C00392,E00192,2023-10-21,Completed,USD
O000751,C00349,E00153,2023-04-10,Completed,USD
O000752,C00172,E00153,2024-04-10,Completed,USD
O000753,C00119,E00284,2024-07-14,Shipped,USD
O000754,C00208,E00192,2025-09-11,Completed,USD
O000755,C00003,E00177,2024-01-18,Processing,USD
O000756,C00128,E00184,2025-01-21,Completed,USD
O000757,C00042,E00211,2025-04-20,Shipped,USD
O000758,C00411,E00084,2024-04-10,Processing,USD
O000759,C00266,E00081,2025-03-25,Completed,USD
O000760,C00379,E00179,2023-05-08,Completed,USD
O000761,C00437,E00357,2023-05-06,Shipped,USD
O000762,C00415,E00336,2023-11-09,Completed,USD
O000763,C00073,E00184,2023-08-11,Completed,USD
O000764,C00374,E00286,2023-02-28,Shipped,USD
O000765,C00021,E00198,2024-08-04,Completed,USD
O000766,C00369,E00310,2024-10-01,Completed,USD
O000767,C00320,E00153,2025-11-21,Completed,USD
O000768,C00383,E00280,2023-01-05,Completed,USD
O000769,C00296,E00115,2023-11-02,Completed,USD
O000770,C00393,E00248,2023-01-29,Shipped,USD
O000771,C00331,E00123,2025-01-27,Shipped,USD
O000772,C00265,E00281,2023-12-16,Completed,USD
O000773,C00285,E00310,2023-06-21,Shipped,USD
O000774,C00404,E00064,2024-04-24,Completed,USD
O000775,C00152,E00184,2025-03-26,Completed,USD
O000776,C00006,E00127,2025-01-09,Cancelled,USD
O000777,C00228,E00140,2025-03-01,Completed,USD
O000778,C00383,E00034,2023-07-22,Shipped,USD
O000779,C00063,E00264,2023-04-24,Completed,USD
O000780,C00241,E00115,2023-12-10,Completed,USD
O000781,C00358,E00127,2025-01-12,Completed,USD
O000782,C00139,E00081,2025-06-09,Completed,USD
O000783,C00017,E00348,2024-08-23,Shipped,USD
O000784,C00188,E00123,2024-12-13,Completed,USD
O000785,C00286,E00064,2024-03-23,Completed,USD
O000786,C00439,E00217,2023-11-03,Cancelled,USD
O000787,C00290,E00286,2023-12-23,Completed,USD
O000788,C00370,E00017,2025-09-09,Completed,USD
O000789,C00132,E00115,2025-01-23,Shipped,USD
O000790,C00239,E00357,2023-01-23,Shipped,USD
O000791,C00070,E00217,2023-06-06,Cancelled,USD
O000792,C00219,E00357,2024-02-18,Completed,USD
O000793,C00250,E00034,2024-07-26,Completed,USD
O000794,C00301,E00357,2024-03-03,Completed,USD
O000795,C00420,E00084,2023-08-27,Shipped,USD
O000796,C00066,E00017,2023-03-08,Shipped,USD
O000797,C00219,E00115,2025-01-20,Completed,USD
O000798,C00183,E00127,2024-01-10,Shipped,USD
O000799,C00208,E00177,2023-11-13,Shipped,USD
O000800,C00309,E00153,2025-03-23,Completed,USD
O000801,C00376,E00198,2024-08-04,Completed,USD
O000802,C00335,E00348,2025-07-17,Shipped,USD
O000803,C00160,E00264,2023-11-20,Completed,USD
O000804,C00121,E00160,2024-11-11,Completed,USD
O000805,C00122,E00153,2025-09-19,Completed,USD
O000806,C00218,E00336,2024-05-08,Completed,USD
O000807,C00061,E00357,2025-09-27,Processing,USD
O000808,C00162,E00034,2024-08-18,Completed,USD
O000809,C00444,E00198,2025-03-16,Shipped,USD
O000810,C00330,E00127,2023-08-02,Completed,USD
O000811,C00311,E00310,2024-06-17,Processing,USD
O000812,C00403,E00336,2023-07-26,Completed,USD
O000813,C00427,E00017,2025-05-25,Completed,USD
O000814,C00040,E00348,2023-06-20,Completed,USD
O000815,C00139,E00123,2025-03-24,Shipped,USD
O000816,C00355,E00310,2023-09-09,Completed,USD
O000817,C00278,E00198,2023-05-11,Completed,USD
O000818,C00324,E00217,2025-08-05,Processing,USD
O000819,C00193,E00217,2024-06-15,Completed,USD
O000820,C00274,E00217,2025-06-20,Completed,USD
O000821,C00066,E00127,2023-10-04,Completed,USD
O000822,C00008,E00357,2024-07-30,Processing,USD
O000823,C00113,E00177,2025-07-19,Completed,USD
O000824,C00335,E00286,2025-09-01,Completed,USD
O000825,C00188,E00217,2023-01-17,Completed,USD
O000826,C00201,E00014,2024-06-20,Processing,USD
O000827,C00232,E00281,2023-10-15,Completed,USD
O000828,C00237,E00284,2024-09-20,Completed,USD
O000829,C00297,E00329,2023-02-18,Processing,USD
O000830,C00170,E00017,2024-02-29,Completed,USD
O000831,C00437,E00177,2023-01-27,Cancelled,USD
O000832,C00270,E00248,2024-01-07,Completed,USD
O000833,C00260,E00217,2024-06-15,Completed,USD
O000834,C00433,E00153,2023-08-15,Completed,USD
O000835,C00132,E00286,2023-07-15,Completed,USD
O000836,C00082,E00179,2025-04-29,Shipped,USD
O000837,C00353,E00140,2025-07-02,Processing,USD
O000838,C00197,E00127,2023-08-26,Completed,USD
O000839,C00240,E00217,2024-06-17,Completed,USD
O000840,C00311,E00184,2025-06-29,Completed,USD
O000841,C00348,E00064,2025-03-31,Cancelled,USD
O000842,C00212,E00310,2024-06-18,Completed,USD
O000843,C00380,E00310,2023-10-25,Completed,USD
O000844,C00341,E00192,2024-11-05,Completed,USD
O000845,C00049,E00184,2025-02-23,Completed,USD
O000846,C00333,E00348,2024-09-07,Completed,USD
O000847,C00385,E00353,2025-08-26,Processing,USD
O000848,C00310,E00329,2025-01-16,Shipped,USD
O000849,C00202,E00348,2025-08-26,Completed,USD
O000850,C00225,E00357,2023-09-12,Completed,USD
O000851,C00336,E00284,2024-11-06,Completed,USD
O000852,C00157,E00211,2025-09-06,Completed,USD
O000853,C00099,E00127,2023-12-27,Processing,USD
O000854,C00424,E00140,2024-05-01,Completed,USD
O000855,C00399,E00310,2024-04-10,Completed,USD
O000856,C00351,E00127,2024-10-30,Completed,USD
O000857,C00042,E00329,2025-05-17,Completed,USD
O000858,C00157,E00115,2023-03-10,Completed,USD
O000859,C00414,E00310,2024-03-09,Shipped,USD
O000860,C00128,E00353,2024-07-28,Processing,USD
O000861,C00100,E00336,2025-09-21,Completed,USD
O000862,C00062,E00064,2024-11-02,Completed,USD
O000863,C00224,E00353,2024-12-01,Completed,USD
O000864,C00227,E00160,2025-07-31,Completed,USD
O000865,C00087,E00177,2023-12-14,Completed,USD
O000866,C00373,E00081,2025-03-03,Completed,USD
O000867,C00402,E00281,2024-07-31,Completed,USD
O000868,C00037,E00127,2025-11-08,Cancelled,USD
O000869,C00404,E00160,2023-11-12,Processing,USD
O000870,C00406,E00353,2023-07-19,Completed,USD
O000871,C00260,E00084,2024-02-11,Shipped,USD
O000872,C00052,E00064,2023-02-06,Completed,USD
O000873,C00289,E00017,2024-07-04,Completed,USD
O000874,C00040,E00127,2025-11-25,Processing,USD
O000875,C00431,E00127,2025-12-01,Completed,USD
O000876,C00305,E00280,2023-09-24,Shipped,USD
O000877,C00321,E00140,2025-12-05,Completed,USD
O000878,C00194,E00115,2025-02-22,Completed,USD
O000879,C00335,E00160,2023-08-28,Completed,USD
O000880,C00093,E00115,2024-01-06,Completed,USD
O000881,C00244,E00310,2023-08-24,Shipped,USD
O000882,C00026,E00264,2023-08-16,Completed,USD
O000883,C00403,E00192,2025-10-25,Completed,USD
O000884,C00295,E00017,2025-01-20,Shipped,USD
O000885,C00173,E00014,2023-05-25,Completed,USD
O000886,C00045,E00353,2023-09-30,Completed,USD
O000887,C00003,E00177,2025-03-13,Completed,USD
O000888,C00388,E00140,2025-02-03,Completed,USD
O000889,C00318,E00153,2025-06-14,Completed,USD
O000890,C00085,E00034,2024-06-29,Completed,USD
O000891,C00370,E00329,2023-11-14,Completed,USD
O000892,C00312,E00357,2023-02-15,Completed,USD
O000893,C00336,E00084,2024-09-22,Completed,USD
O000894,C00055,E00084,2023-04-21,Shipped,USD
O000895,C00139,E00336,2023-05-06,Completed,USD
O000896,C00195,E00353,2023-01-18,Shipped,USD
O000897,C00364,E00336,2023-05-06,Shipped,USD
O000898,C00026,E00264,2023-04-30,Completed,USD
O000899,C00380,E00310,2025-04-11,Processing,USD
O000900,C00339,E00264,2025-03-06,Completed,USD
O000901,C00410,E00198,2023-11-17,Completed,USD
O000902,C00346,E00153,2024-05-16,Shipped,USD
O000903,C00008,E00353,2023-04-25,Completed,USD
O000904,C00230,E00064,2024-12-16,Processing,USD
O000905,C00311,E00184,2023-06-13,Completed,USD
O000906,C00051,E00310,2023-08-13,Completed,USD
O000907,C00115,E00064,2023-08-25,Shipped,USD
O000908,C00037,E00140,2025-06-04,Completed,USD
O000909,C00210,E00286,2025-01-10,Completed,USD
O000910,C00070,E00084,2024-03-12,Completed,USD
O000911,C00078,E00184,2025-03-05,Completed,USD
O000912,C00161,E00184,2025-04-06,Completed,USD
O000913,C00343,E00281,2025-05-27,Processing,USD
O000914,C00108,E00064,2024-05-02,Completed,USD
O000915,C00395,E00217,2025-10-29,Completed,USD
O000916,C00091,E00084,2024-05-12,Completed,USD
O000917,C00257,E00081,2025-12-24,Shipped,USD
O000918,C00244,E00160,2025-11-02,Shipped,USD
O000919,C00130,E00284,2025-11-21,Processing,USD
O000920,C00287,E00280,2023-11-25,Completed,USD
O000921,C00191,E00281,2025-08-30,Shipped,USD
O000922,C00002,E00248,2024-04-22,Completed,USD
O000923,C00431,E00140,2024-10-26,Shipped,USD
O000924,C00122,E00192,2024-02-18,Completed,USD
O000925,C00183,E00198,2024-02-07,Shipped,USD
O000926,C00110,E00177,2023-01-15,Shipped,USD
O000927,C00273,E00280,2024-11-15,Completed,USD
O000928,C00105,E00211,2025-05-23,Completed,USD
O000929,C00100,E00286,2025-11-24,Completed,USD
O000930,C00152,E00034,2023-06-29,Completed,USD
O000931,C00389,E00280,2025-05-01,Completed,USD
O000932,C00325,E00064,2024-08-19,Completed,USD
O000933,C00203,E00353,2024-05-02,Cancelled,USD
O000934,C00174,E00014,2024-12-22,Completed,USD
O000935,C00172,E00357,2024-11-04,Completed,USD
O000936,C00413,E00115,2023-09-14,Completed,USD
O000937,C00196,E00153,2024-03-13,Processing,USD
O000938,C00017,E00081,2024-10-19,Completed,USD
O000939,C00372,E00034,2023-12-26,Completed,USD
O000940,C00305,E00127,2024-02-24,Shipped,USD
O000941,C00241,E00123,2025-11-09,Completed,USD
O000942,C00281,E00329,2023-06-29,Completed,USD
O000943,C00418,E00211,2024-10-18,Completed,USD
O000944,C00093,E00160,2024-02-13,Completed,USD
O000945,C00377,E00336,2025-02-03,Completed,USD
O000946,C00307,E00184,2025-11-03,Completed,USD
O000947,C00160,E00081,2025-09-15,Shipped,USD
O000948,C00103,E00064,2025-09-26,Completed,USD
O000949,C00216,E00329,2024-03-26,Completed,USD
O000950,C00374,E00184,2023-02-14,Completed,USD
O000951,C00121,E00198,2025-10-15,Processing,USD
O000952,C00096,E00248,2023-12-30,Completed,USD
O000953,C00137,E00138,2025-06-14,Completed,USD
O000954,C00139,E00211,2025-09-08,Completed,USD
O000955,C00138,E00281,2024-04-16,Completed,USD
O000956,C00059,E00310,2024-11-29,Completed,USD
O000957,C00289,E00081,2025-01-07,Completed,USD
O000958,C00036,E00281,2023-05-30,Processing,USD
O000959,C00124,E00127,2024-03-18,Completed,USD
O000960,C00286,E00123,2023-02-23,Completed,USD
O000961,C00225,E00123,2024-04-29,Cancelled,USD
O000962,C00115,E00192,2025-11-25,Cancelled,USD
O000963,C00303,E00127,2023-12-18,Completed,USD
O000964,C00175,E00014,2025-05-27,Completed,USD
O000965,C00255,E00034,2024-05-22,Completed,USD
O000966,C00302,E00115,2025-10-01,Completed,USD
O000967,C00071,E00017,2024-12-10,Completed,USD
O000968,C00072,E00198,2024-07-15,Processing,USD
O000969,C00425,E00284,2023-06-16,Completed,USD
O000970,C00338,E00281,2024-06-13,Completed,USD
O000971,C00392,E00192,2023-08-28,Shipped,USD
O000972,C00338,E00353,2025-07-21,Completed,USD
O000973,C00022,E00192,2024-03-27,Completed,USD
O000974,C00174,E00138,2024-12-08,Shipped,USD
O000975,C00048,E00153,2023-11-07,Completed,USD
O000976,C00142,E00329,2025-03-01,Completed,USD
O000977,C00197,E00217,2024-09-03,Completed,USD
O000978,C00326,E00153,2023-05-05,Processing,USD
O000979,C00079,E00014,2024-08-13,Completed,USD
O000980,C00444,E00286,2023-05-06,Completed,USD
O000981,C00235,E00248,2023-04-23,Completed,USD
O000982,C00011,E00336,2023-06-13,Completed,USD
O000983,C00374,E00336,2023-10-24,Completed,USD
O000984,C00111,E00179,2023-12-11,Shipped,USD
O000985,C00375,E00336,2024-03-03,Completed,USD
O000986,C00352,E00280,2023-04-08,Shipped,USD
O000987,C00357,E00184,2025-03-09,Completed,USD
O000988,C00425,E00357,2023-07-30,Processing,USD
O000989,C00445,E00281,2025-04-02,Completed,USD
O000990,C00036,E00084,2025-07-23,Completed,USD
O000991,C00384,E00211,2024-09-04,Processing,USD
O000992,C00321,E00123,2023-11-30,Cancelled,USD
O000993,C00338,E00348,2025-12-29,Completed,USD
O000994,C00141,E00017,2023-08-02,Shipped,USD
O000995,C00415,E00177,2023-08-06,Processing,USD
O000996,C00296,E00280,2023-07-09,Completed,USD
O000997,C00045,E00177,2024-10-02,Completed,USD
O000998,C00001,E00127,2025-03-01,Shipped,USD
O000999,C00343,E00211,2023-06-07,Completed,USD
O001000,C00104,E00281,2023-09-19,Processing,USD
O001001,C00320,E00284,2024-10-04,Processing,USD
O001002,C00434,E00192,2024-04-23,Processing,USD
O001003,C00367,E00123,2024-03-03,Completed,USD
O001004,C00133,E00184,2023-05-02,Shipped,USD
O001005,C00253,E00284,2023-03-17,Completed,USD
O001006,C00169,E00064,2025-08-16,Completed,USD
O001007,C00432,E00179,2025-06-28,Processing,USD
O001008,C00087,E00280,2023-08-05,Shipped,USD
O001009,C00263,E00034,2023-10-24,Shipped,USD
O001010,C00191,E00084,2025-03-26,Completed,USD
O001011,C00276,E00286,2025-02-05,Completed,USD
O001012,C00214,E00115,2023-07-11,Completed,USD
O001013,C00131,E00357,2023-05-22,Shipped,USD
O001014,C00182,E00248,2024-07-07,Completed,USD
O001015,C00120,E00138,2023-04-17,Completed,USD
O001016,C00227,E00179,2024-06-01,Completed,USD
O001017,C00192,E00281,2023-10-30,Completed,USD
O001018,C00108,E00284,2023-03-09,Processing,USD
O001019,C00002,E00084,2023-02-18,Shipped,USD
O001020,C00252,E00310,2024-03-15,Completed,USD
O001021,C00393,E00115,2025-07-27,Completed,USD
O001022,C00175,E00138,2023-12-26,Shipped,USD
O001023,C00418,E00184,2025-06-06,Completed,USD
O001024,C00355,E00140,2024-10-05,Completed,USD
O001025,C00421,E00064,2024-11-11,Completed,USD
O001026,C00108,E00084,2024-03-22,Completed,USD
O001027,C00418,E00014,2024-02-03,Completed,USD
O001028,C00314,E00034,2023-05-08,Completed,USD
O001029,C00046,E00140,2023-05-27,Shipped,USD
O001030,C00052,E00034,2024-12-18,Completed,USD
O001031,C00031,E00064,2023-10-12,Completed,USD
O001032,C00213,E00140,2025-05-06,Completed,USD
O001033,C00342,E00014,2023-04-12,Completed,USD
O001034,C00194,E00179,2023-12-05,Processing,USD
O001035,C00181,E00184,2025-09-12,Completed,USD
O001036,C00159,E00138,2024-09-19,Shipped,USD
O001037,C00335,E00081,2025-11-16,Completed,USD
O001038,C00332,E00192,2025-07-26,Processing,USD
O001039,C00287,E00357,2024-03-01,Shipped,USD
O001040,C00153,E00184,2023-01-28,Completed,USD
O001041,C00391,E00192,2023-05-23,Completed,USD
O001042,C00064,E00064,2025-12-26,Processing,USD
O001043,C00056,E00179,2024-04-26,Completed,USD
O001044,C00242,E00177,2023-01-20,Completed,USD
O001045,C00043,E00160,2025-07-10,Completed,USD
O001046,C00162,E00336,2024-06-23,Completed,USD
O001047,C00332,E00184,2024-10-12,Completed,USD
O001048,C00304,E00284,2025-12-13,Completed,USD
O001049,C00049,E00179,2023-04-16,Completed,USD
O001050,C00404,E00211,2023-04-07,Completed,USD
O001051,C00234,E00184,2023-06-23,Completed,USD
O001052,C00112,E00264,2024-06-26,Completed,USD
O001053,C00038,E00034,2025-10-30,Completed,USD
O001054,C00309,E00127,2024-03-14,Completed,USD
O001055,C00135,E00034,2023-12-31,Completed,USD
O001056,C00342,E00336,2025-04-26,Completed,USD
O001057,C00036,E00248,2024-11-01,Processing,USD
O001058,C00081,E00286,2023-11-30,Completed,USD
O001059,C00238,E00084,2024-07-19,Shipped,USD
O001060,C00149,E00127,2025-12-18,Completed,USD
