order_item_id,order_id,product_id,line_number,quantity,unit_price_usd,discount_percent,line_total_usd
OI0002635,O000893,P0051,2,9,12120.00,15.00,92718.00
OI0002636,O000894,P0050,1,9,14600.00,10.00,118260.00
OI0002637,O000894,P0037,2,4,6650.00,0.00,26600.00
OI0002638,O000894,P0011,3,8,6240.00,0.00,49920.00
OI0002639,O000894,P0027,4,11,4890.00,10.00,48411.00
OI0002640,O000895,P0018,1,9,670.00,0.00,6030.00
OI0002641,O000895,P0068,2,3,2100.00,10.00,5670.00
OI0002642,O000895,P0067,3,5,16160.00,10.00,72720.00
OI0002643,O000895,P0037,4,12,6650.00,10.00,71820.00
OI0002644,O000896,P0057,1,12,5170.00,0.00,62040.00
OI0002645,O000896,P0005,2,5,3300.00,15.00,14025.00
OI0002646,O000897,P0049,1,9,16150.00,15.00,123547.50
OI0002647,O000898,P0065,1,11,10680.00,10.00,105732.00
OI0002648,O000898,P0065,2,8,10680.00,10.00,76896.00
OI0002649,O000898,P0064,3,6,8250.00,0.00,49500.00
OI0002650,O000899,P0071,1,4,16680.00,0.00,66720.00
OI0002651,O000899,P0041,2,3,12490.00,0.00,37470.00
OI0002652,O000899,P0050,3,8,14600.00,0.00,116800.00
OI0002653,O000899,P0032,4,11,330.00,10.00,3267.00
OI0002654,O000899,P0017,5,8,3480.00,0.00,27840.00
OI0002655,O000900,P0007,1,8,4920.00,10.00,35424.00
OI0002656,O000900,P0044,2,11,13780.00,0.00,151580.00
OI0002657,O000900,P0065,3,4,10680.00,0.00,42720.00
OI0002658,O000900,P0021,4,10,17850.00,15.00,151725.00
OI0002659,O000901,P0047,1,9,2190.00,0.00,19710.00
OI0002660,O000901,P0049,2,12,16150.00,0.00,193800.00
OI0002661,O000901,P0008,3,10,5830.00,15.00,49555.00
OI0002662,O000901,P0028,4,12,9080.00,15.00,92616.00
OI0002663,O000902,P0054,1,9,10100.00,0.00,90900.00
OI0002664,O000903,P0059,1,10,14710.00,10.00,132390.00
OI0002665,O000903,P0017,2,9,3480.00,0.00,31320.00
OI0002666,O000903,P0007,3,1,4920.00,10.00,4428.00
OI0002667,O000904,P0080,1,12,5590.00,0.00,67080.00
OI0002668,O000904,P0078,2,11,7660.00,0.00,84260.00
OI0002669,O000905,P0054,1,4,10100.00,10.00,36360.00
OI0002670,O000905,P0074,2,7,10020.00,10.00,63126.00
OI0002671,O000906,P0078,1,1,7660.00,10.00,6894.00
OI0002672,O000906,P0002,2,11,12930.00,0.00,142230.00
OI0002673,O000906,P0062,3,10,8730.00,5.00,82935.00
OI0002674,O000906,P0058,4,2,1830.00,0.00,3660.00
OI0002675,O000906,P0046,5,9,7120.00,5.00,60876.00
OI0002676,O000907,P0063,1,5,3720.00,0.00,18600.00
OI0002677,O000907,P0037,2,3,6650.00,10.00,17955.00
OI0002678,O000907,P0070,3,9,13990.00,0.00,125910.00
OI0002679,O000908,P0016,1,7,8740.00,0.00,61180.00
OI0002680,O000909,P0024,1,4,11180.00,5.00,42484.00
OI0002681,O000909,P0065,2,4,10680.00,15.00,36312.00
OI0002682,O000910,P0044,1,9,13780.00,0.00,124020.00
OI0002683,O000910,P0061,2,8,9420.00,0.00,75360.00
OI0002684,O000911,P0017,1,2,3480.00,15.00,5916.00
OI0002685,O000911,P0035,2,8,14850.00,0.00,118800.00
OI0002686,O000911,P0012,3,1,6280.00,0.00,6280.00
OI0002687,O000911,P0024,4,9,11180.00,15.00,85527.00
OI0002688,O000912,P0012,1,4,6280.00,5.00,23864.00
OI0002689,O000912,P0074,2,3,10020.00,0.00,30060.00
OI0002690,O000912,P0029,3,12,8380.00,0.00,100560.00
OI0002691,O000912,P0020,4,10,5780.00,5.00,54910.00
OI0002692,O000913,P0029,1,1,8380.00,15.00,7123.00
OI0002693,O000914,P0038,1,5,11890.00,15.00,50532.50
OI0002694,O000915,P0072,1,6,6730.00,0.00,40380.00
OI0002695,O000915,P0051,2,5,12120.00,5.00,57570.00
OI0002696,O000915,P0004,3,2,16440.00,0.00,32880.00
OI0002697,O000915,P0064,4,8,8250.00,0.00,66000.00
OI0002698,O000915,P0002,5,2,12930.00,0.00,25860.00
OI0002699,O000916,P0031,1,11,3650.00,0.00,40150.00
OI0002700,O000916,P0071,2,7,16680.00,0.00,116760.00
OI0002701,O000916,P0003,3,3,14640.00,5.00,41724.00
OI0002702,O000916,P0046,4,9,7120.00,0.00,64080.00
OI0002703,O000916,P0066,5,1,11920.00,5.00,11324.00
OI0002704,O000917,P0079,1,5,15570.00,15.00,66172.50
OI0002705,O000917,P0049,2,9,16150.00,0.00,145350.00
OI0002706,O000918,P0078,1,1,7660.00,5.00,7277.00
OI0002707,O000919,P0040,1,6,17530.00,0.00,105180.00
OI0002708,O000919,P0065,2,5,10680.00,0.00,53400.00
OI0002709,O000920,P0039,1,6,3060.00,10.00,16524.00
OI0002710,O000920,P0005,2,1,3300.00,0.00,3300.00
OI0002711,O000920,P0078,3,4,7660.00,0.00,30640.00
OI0002712,O000920,P0043,4,11,9450.00,0.00,103950.00
OI0002713,O000921,P0070,1,5,13990.00,5.00,66452.50
OI0002714,O000921,P0077,2,11,14410.00,5.00,150584.50
OI0002715,O000921,P0021,3,1,17850.00,0.00,17850.00
OI0002716,O000921,P0073,4,7,1430.00,0.00,10010.00
OI0002717,O000922,P0011,1,6,6240.00,15.00,31824.00
OI0002718,O000922,P0024,2,12,11180.00,15.00,114036.00
OI0002719,O000923,P0048,1,3,12050.00,0.00,36150.00
OI0002720,O000923,P0043,2,7,9450.00,10.00,59535.00
OI0002721,O000923,P0045,3,9,14880.00,10.00,120528.00
OI0002722,O000923,P0043,4,8,9450.00,0.00,75600.00
OI0002723,O000924,P0043,1,4,9450.00,5.00,35910.00
OI0002724,O000924,P0057,2,1,5170.00,0.00,5170.00
OI0002725,O000924,P0006,3,2,570.00,5.00,1083.00
OI0002726,O000924,P0051,4,3,12120.00,0.00,36360.00
OI0002727,O000924,P0054,5,1,10100.00,15.00,8585.00
OI0002728,O000925,P0073,1,3,1430.00,0.00,4290.00
OI0002729,O000925,P0074,2,2,10020.00,5.00,19038.00
OI0002730,O000926,P0053,1,1,16730.00,0.00,16730.00
OI0002731,O000926,P0062,2,1,8730.00,10.00,7857.00
OI0002732,O000926,P0069,3,3,12320.00,0.00,36960.00
OI0002733,O000926,P0037,4,5,6650.00,10.00,29925.00
OI0002734,O000927,P0072,1,6,6730.00,10.00,36342.00
OI0002735,O000927,P0056,2,2,10190.00,5.00,19361.00
OI0002736,O000927,P0045,3,4,14880.00,5.00,56544.00
OI0002737,O000928,P0026,1,5,13420.00,0.00,67100.00
OI0002738,O000929,P0016,1,8,8740.00,0.00,69920.00
OI0002739,O000929,P0045,2,5,14880.00,15.00,63240.00
OI0002740,O000929,P0077,3,6,14410.00,10.00,77814.00
OI0002741,O000929,P0031,4,3,3650.00,5.00,10402.50
OI0002742,O000929,P0053,5,7,16730.00,0.00,117110.00
OI0002743,O000930,P0016,1,8,8740.00,5.00,66424.00
OI0002744,O000930,P0050,2,11,14600.00,15.00,136510.00
OI0002745,O000930,P0059,3,1,14710.00,10.00,13239.00
OI0002746,O000930,P0076,4,4,8140.00,0.00,32560.00
OI0002747,O000930,P0045,5,9,14880.00,15.00,113832.00
OI0002748,O000931,P0055,1,8,16840.00,0.00,134720.00
OI0002749,O000931,P0048,2,11,12050.00,5.00,125922.50
OI0002750,O000931,P0061,3,3,9420.00,0.00,28260.00
OI0002751,O000931,P0010,4,9,3500.00,0.00,31500.00
OI0002752,O000932,P0079,1,12,15570.00,10.00,168156.00
OI0002753,O000932,P0041,2,4,12490.00,0.00,49960.00
OI0002754,O000932,P0004,3,5,16440.00,0.00,82200.00
OI0002755,O000933,P0064,1,11,8250.00,0.00,90750.00
OI0002756,O000933,P0017,2,10,3480.00,15.00,29580.00
OI0002757,O000933,P0045,3,5,14880.00,15.00,63240.00
OI0002758,O000933,P0038,4,10,11890.00,5.00,112955.00
OI0002759,O000933,P0074,5,10,10020.00,0.00,100200.00
OI0002760,O000934,P0074,1,5,10020.00,0.00,50100.00
OI0002761,O000934,P0008,2,10,5830.00,0.00,58300.00
OI0002762,O000934,P0042,3,9,2830.00,0.00,25470.00
OI0002763,O000934,P0051,4,5,12120.00,5.00,57570.00
OI0002764,O000934,P0015,5,11,8020.00,0.00,88220.00
OI0002765,O000935,P0030,1,1,340.00,10.00,306.00
OI0002766,O000935,P0043,2,8,9450.00,0.00,75600.00
OI0002767,O000936,P0037,1,7,6650.00,0.00,46550.00
OI0002768,O000936,P0044,2,5,13780.00,5.00,65455.00
OI0002769,O000936,P0066,3,2,11920.00,15.00,20264.00
OI0002770,O000937,P0066,1,10,11920.00,15.00,101320.00
OI0002771,O000937,P0054,2,1,10100.00,0.00,10100.00
OI0002772,O000938,P0006,1,8,570.00,10.00,4104.00
OI0002773,O000938,P0076,2,12,8140.00,5.00,92796.00
OI0002774,O000938,P0034,3,10,10570.00,0.00,105700.00
OI0002775,O000938,P0077,4,11,14410.00,15.00,134733.50
OI0002776,O000939,P0068,1,10,2100.00,0.00,21000.00
OI0002777,O000939,P0079,2,10,15570.00,5.00,147915.00
OI0002778,O000939,P0042,3,10,2830.00,10.00,25470.00
OI0002779,O000939,P0022,4,7,8500.00,0.00,59500.00
OI0002780,O000939,P0069,5,4,12320.00,0.00,49280.00
OI0002781,O000940,P0072,1,12,6730.00,0.00,80760.00
OI0002782,O000940,P0033,2,9,800.00,10.00,6480.00
OI0002783,O000940,P0063,3,9,3720.00,0.00,33480.00
OI0002784,O000941,P0059,1,4,14710.00,15.00,50014.00
OI0002785,O000941,P0067,2,12,16160.00,0.00,193920.00
OI0002786,O000941,P0055,3,1,16840.00,0.00,16840.00
OI0002787,O000941,P0015,4,5,8020.00,10.00,36090.00
OI0002788,O000942,P0050,1,5,14600.00,0.00,73000.00
OI0002789,O000942,P0021,2,12,17850.00,15.00,182070.00
OI0002790,O000943,P0079,1,7,15570.00,15.00,92641.50
OI0002791,O000943,P0075,2,5,14230.00,15.00,60477.50
OI0002792,O000943,P0041,3,5,12490.00,0.00,62450.00
OI0002793,O000943,P0001,4,6,4300.00,0.00,25800.00
OI0002794,O000943,P0009,5,5,5290.00,15.00,22482.50
OI0002795,O000944,P0052,1,12,13500.00,0.00,162000.00
OI0002796,O000944,P0023,2,6,12130.00,0.00,72780.00
OI0002797,O000944,P0056,3,10,10190.00,0.00,101900.00
OI0002798,O000945,P0011,1,2,6240.00,0.00,12480.00
OI0002799,O000945,P0036,2,1,10120.00,0.00,10120.00
OI0002800,O000945,P0064,3,12,8250.00,10.00,89100.00
OI0002801,O000946,P0063,1,7,3720.00,0.00,26040.00
OI0002802,O000946,P0011,2,10,6240.00,5.00,59280.00
OI0002803,O000946,P0055,3,1,16840.00,0.00,16840.00
OI0002804,O000946,P0067,4,10,16160.00,0.00,161600.00
OI0002805,O000947,P0055,1,10,16840.00,0.00,168400.00
OI0002806,O000947,P0001,2,3,4300.00,0.00,12900.00
OI0002807,O000947,P0014,3,6,14460.00,15.00,73746.00
OI0002808,O000947,P0040,4,11,17530.00,15.00,163905.50
OI0002809,O000947,P0035,5,10,14850.00,15.00,126225.00
OI0002810,O000948,P0053,1,1,16730.00,5.00,15893.50
OI0002811,O000949,P0036,1,12,10120.00,15.00,103224.00
OI0002812,O000950,P0079,1,8,15570.00,0.00,124560.00
OI0002813,O000950,P0010,2,7,3500.00,0.00,24500.00
OI0002814,O000950,P0040,3,3,17530.00,5.00,49960.50
OI0002815,O000950,P0035,4,10,14850.00,0.00,148500.00
OI0002816,O000950,P0044,5,6,13780.00,0.00,82680.00
OI0002817,O000951,P0037,1,7,6650.00,10.00,41895.00
OI0002818,O000952,P0078,1,7,7660.00,15.00,45577.00
OI0002819,O000952,P0051,2,11,12120.00,10.00,119988.00
OI0002820,O000952,P0052,3,9,13500.00,0.00,121500.00
OI0002821,O000952,P0001,4,11,4300.00,0.00,47300.00
OI0002822,O000952,P0061,5,7,9420.00,15.00,56049.00
OI0002823,O000953,P0038,1,1,11890.00,0.00,11890.00
OI0002824,O000953,P0024,2,9,11180.00,0.00,100620.00
OI0002825,O000953,P0028,3,2,9080.00,0.00,18160.00
OI0002826,O000954,P0023,1,1,12130.00,0.00,12130.00
OI0002827,O000954,P0004,2,8,16440.00,0.00,131520.00
OI0002828,O000954,P0017,3,9,3480.00,0.00,31320.00
OI0002829,O000954,P0079,4,5,15570.00,15.00,66172.50
OI0002830,O000955,P0064,1,3,8250.00,0.00,24750.00
OI0002831,O000955,P0023,2,12,12130.00,15.00,123726.00
OI0002832,O000956,P0044,1,7,13780.00,15.00,81991.00
OI0002833,O000956,P0043,2,9,9450.00,0.00,85050.00
OI0002834,O000957,P0023,1,5,12130.00,0.00,60650.00
OI0002835,O000957,P0057,2,1,5170.00,10.00,4653.00
OI0002836,O000957,P0025,3,4,13240.00,0.00,52960.00
OI0002837,O000958,P0011,1,5,6240.00,5.00,29640.00
OI0002838,O000958,P0019,2,5,7370.00,5.00,35007.50
OI0002839,O000959,P0021,1,8,17850.00,0.00,142800.00
OI0002840,O000959,P0060,2,2,8800.00,0.00,17600.00
OI0002841,O000959,P0054,3,7,10100.00,0.00,70700.00
OI0002842,O000959,P0051,4,1,12120.00,10.00,10908.00
OI0002843,O000959,P0027,5,3,4890.00,0.00,14670.00
OI0002844,O000960,P0071,1,12,16680.00,0.00,200160.00
OI0002845,O000960,P0014,2,12,14460.00,10.00,156168.00
OI0002846,O000960,P0042,3,5,2830.00,0.00,14150.00
OI0002847,O000960,P0001,4,7,4300.00,10.00,27090.00
OI0002848,O000960,P0019,5,10,7370.00,15.00,62645.00
OI0002849,O000961,P0008,1,4,5830.00,0.00,23320.00
OI0002850,O000961,P0043,2,12,9450.00,15.00,96390.00
OI0002851,O000961,P0052,3,10,13500.00,5.00,128250.00
OI0002852,O000961,P0032,4,8,330.00,10.00,2376.00
OI0002853,O000961,P0009,5,1,5290.00,0.00,5290.00
OI0002854,O000962,P0058,1,4,1830.00,15.00,6222.00
OI0002855,O000962,P0015,2,8,8020.00,0.00,64160.00
OI0002856,O000963,P0009,1,6,5290.00,0.00,31740.00
OI0002857,O000963,P0043,2,6,9450.00,15.00,48195.00
OI0002858,O000964,P0028,1,1,9080.00,10.00,8172.00
OI0002859,O000964,P0063,2,3,3720.00,0.00,11160.00
OI0002860,O000964,P0011,3,3,6240.00,15.00,15912.00
OI0002861,O000965,P0060,1,12,8800.00,0.00,105600.00
OI0002862,O000965,P0029,2,1,8380.00,0.00,8380.00
OI0002863,O000965,P0012,3,4,6280.00,10.00,22608.00
OI0002864,O000965,P0045,4,7,14880.00,0.00,104160.00
OI0002865,O000965,P0015,5,9,8020.00,5.00,68571.00
OI0002866,O000966,P0006,1,3,570.00,0.00,1710.00
OI0002867,O000966,P0068,2,1,2100.00,5.00,1995.00
OI0002868,O000966,P0038,3,11,11890.00,5.00,124250.50
OI0002869,O000966,P0036,4,4,10120.00,0.00,40480.00
OI0002870,O000966,P0079,5,1,15570.00,0.00,15570.00
OI0002871,O000967,P0029,1,8,8380.00,0.00,67040.00
OI0002872,O000967,P0055,2,8,16840.00,0.00,134720.00
OI0002873,O000967,P0001,3,6,4300.00,10.00,23220.00
OI0002874,O000967,P0036,4,12,10120.00,10.00,109296.00
OI0002875,O000967,P0022,5,2,8500.00,0.00,17000.00
OI0002876,O000968,P0057,1,7,5170.00,5.00,34380.50
OI0002877,O000968,P0074,2,10,10020.00,0.00,100200.00
OI0002878,O000968,P0061,3,8,9420.00,5.00,71592.00
OI0002879,O000969,P0024,1,2,11180.00,0.00,22360.00
OI0002880,O000969,P0055,2,12,16840.00,0.00,202080.00
OI0002881,O000969,P0022,3,5,8500.00,15.00,36125.00
OI0002882,O000970,P0039,1,8,3060.00,0.00,24480.00
OI0002883,O000970,P0005,2,10,3300.00,15.00,28050.00
OI0002884,O000970,P0037,3,2,6650.00,0.00,13300.00
OI0002885,O000971,P0076,1,1,8140.00,15.00,6919.00
OI0002886,O000971,P0058,2,3,1830.00,15.00,4666.50
OI0002887,O000971,P0011,3,11,6240.00,0.00,68640.00
OI0002888,O000971,P0076,4,4,8140.00,10.00,29304.00
OI0002889,O000971,P0023,5,11,12130.00,15.00,113415.50
OI0002890,O000972,P0047,1,1,2190.00,0.00,2190.00
OI0002891,O000972,P0042,2,5,2830.00,10.00,12735.00
OI0002892,O000973,P0017,1,3,3480.00,10.00,9396.00
OI0002893,O000973,P0026,2,7,13420.00,0.00,93940.00
OI0002894,O000973,P0030,3,9,340.00,10.00,2754.00
OI0002895,O000973,P0058,4,7,1830.00,5.00,12169.50
OI0002896,O000974,P0059,1,4,14710.00,0.00,58840.00
OI0002897,O000974,P0032,2,7,330.00,0.00,2310.00
OI0002898,O000974,P0037,3,3,6650.00,0.00,19950.00
OI0002899,O000974,P0030,4,7,340.00,15.00,2023.00
OI0002900,O000975,P0036,1,11,10120.00,0.00,111320.00
OI0002901,O000975,P0067,2,8,16160.00,0.00,129280.00
OI0002902,O000976,P0021,1,5,17850.00,5.00,84787.50
OI0002903,O000976,P0019,2,9,7370.00,5.00,63013.50
OI0002904,O000976,P0009,3,8,5290.00,10.00,38088.00
OI0002905,O000976,P0024,4,7,11180.00,15.00,66521.00
OI0002906,O000976,P0046,5,7,7120.00,10.00,44856.00
OI0002907,O000977,P0033,1,6,800.00,0.00,4800.00
OI0002908,O000978,P0026,1,4,13420.00,5.00,50996.00
OI0002909,O000978,P0046,2,11,7120.00,0.00,78320.00
OI0002910,O000979,P0014,1,1,14460.00,5.00,13737.00
OI0002911,O000979,P0023,2,4,12130.00,10.00,43668.00
OI0002912,O000980,P0073,1,9,1430.00,0.00,12870.00
OI0002913,O000980,P0074,2,2,10020.00,0.00,20040.00
OI0002914,O000981,P0064,1,5,8250.00,15.00,35062.50
OI0002915,O000981,P0031,2,5,3650.00,5.00,17337.50
OI0002916,O000981,P0049,3,7,16150.00,5.00,107397.50
OI0002917,O000982,P0060,1,5,8800.00,0.00,44000.00
OI0002918,O000982,P0078,2,9,7660.00,0.00,68940.00
OI0002919,O000983,P0075,1,6,14230.00,5.00,81111.00
OI0002920,O000984,P0051,1,3,12120.00,15.00,30906.00
OI0002921,O000984,P0033,2,10,800.00,15.00,6800.00
OI0002922,O000984,P0008,3,6,5830.00,15.00,29733.00
OI0002923,O000984,P0020,4,8,5780.00,5.00,43928.00
OI0002924,O000984,P0008,5,7,5830.00,10.00,36729.00
OI0002925,O000985,P0016,1,6,8740.00,15.00,44574.00
OI0002926,O000986,P0070,1,1,13990.00,0.00,13990.00
OI0002927,O000987,P0057,1,10,5170.00,0.00,51700.00
OI0002928,O000987,P0050,2,8,14600.00,15.00,99280.00
OI0002929,O000987,P0047,3,2,2190.00,5.00,4161.00
OI0002930,O000988,P0023,1,9,12130.00,15.00,92794.50
OI0002931,O000988,P0070,2,3,13990.00,0.00,41970.00
OI0002932,O000988,P0003,3,7,14640.00,5.00,97356.00
OI0002933,O000988,P0076,4,1,8140.00,0.00,8140.00
OI0002934,O000989,P0012,1,2,6280.00,0.00,12560.00
OI0002935,O000989,P0006,2,3,570.00,15.00,1453.50
OI0002936,O000989,P0059,3,6,14710.00,5.00,83847.00
OI0002937,O000990,P0027,1,7,4890.00,15.00,29095.50
OI0002938,O000991,P0001,1,6,4300.00,0.00,25800.00
OI0002939,O000991,P0016,2,8,8740.00,0.00,69920.00
OI0002940,O000991,P0018,3,2,670.00,0.00,1340.00
OI0002941,O000992,P0050,1,12,14600.00,10.00,157680.00
OI0002942,O000992,P0065,2,4,10680.00,10.00,38448.00
OI0002943,O000992,P0010,3,4,3500.00,15.00,11900.00
OI0002944,O000993,P0074,1,2,10020.00,10.00,18036.00
OI0002945,O000994,P0009,1,12,5290.00,5.00,60306.00
OI0002946,O000995,P0056,1,7,10190.00,15.00,60630.50
OI0002947,O000995,P0033,2,7,800.00,10.00,5040.00
OI0002948,O000995,P0057,3,1,5170.00,0.00,5170.00
OI0002949,O000995,P0042,4,2,2830.00,0.00,5660.00
OI0002950,O000996,P0061,1,3,9420.00,5.00,26847.00
OI0002951,O000996,P0042,2,2,2830.00,10.00,5094.00
OI0002952,O000997,P0024,1,3,11180.00,15.00,28509.00
OI0002953,O000997,P0050,2,6,14600.00,0.00,87600.00
OI0002954,O000997,P0024,3,8,11180.00,0.00,89440.00
OI0002955,O000997,P0067,4,5,16160.00,0.00,80800.00
OI0002956,O000997,P0060,5,1,8800.00,15.00,7480.00
OI0002957,O000998,P0041,1,8,12490.00,5.00,94924.00
OI0002958,O000998,P0057,2,5,5170.00,0.00,25850.00
OI0002959,O000999,P0066,1,5,11920.00,0.00,59600.00
OI0002960,O000999,P0059,2,7,14710.00,10.00,92673.00
OI0002961,O001000,P0071,1,8,16680.00,0.00,133440.00
OI0002962,O001000,P0018,2,3,670.00,15.00,1708.50
OI0002963,O001000,P0034,3,12,10570.00,5.00,120498.00
OI0002964,O001000,P0067,4,4,16160.00,0.00,64640.00
OI0002965,O001000,P0060,5,6,8800.00,0.00,52800.00
OI0002966,O001001,P0029,1,7,8380.00,5.00,55727.00
OI0002967,O001001,P0023,2,9,12130.00,5.00,103711.50
OI0002968,O001001,P0016,3,11,8740.00,0.00,96140.00
OI0002969,O001002,P0058,1,5,1830.00,0.00,9150.00
OI0002970,O001002,P0026,2,9,13420.00,0.00,120780.00
OI0002971,O001003,P0003,1,7,14640.00,15.00,87108.00
OI0002972,O001003,P0074,2,9,10020.00,0.00,90180.00
OI0002973,O001003,P0026,3,7,13420.00,0.00,93940.00
OI0002974,O001003,P0065,4,12,10680.00,0.00,128160.00
OI0002975,O001004,P0024,1,9,11180.00,0.00,100620.00
OI0002976,O001004,P0059,2,9,14710.00,0.00,132390.00
OI0002977,O001004,P0063,3,3,3720.00,0.00,11160.00
OI0002978,O001004,P0080,4,5,5590.00,10.00,25155.00
OI0002979,O001004,P0025,5,2,13240.00,0.00,26480.00
OI0002980,O001005,P0054,1,9,10100.00,0.00,90900.00
OI0002981,O001005,P0048,2,8,12050.00,0.00,96400.00
OI0002982,O001005,P0071,3,10,16680.00,0.00,166800.00
OI0002983,O001006,P0005,1,4,3300.00,5.00,12540.00
OI0002984,O001006,P0062,2,8,8730.00,10.00,62856.00
OI0002985,O001006,P0005,3,10,3300.00,0.00,33000.00
OI0002986,O001006,P0051,4,8,12120.00,0.00,96960.00
OI0002987,O001007,P0035,1,3,14850.00,0.00,44550.00
OI0002988,O001007,P0058,2,9,1830.00,0.00,16470.00
OI0002989,O001007,P0057,3,10,5170.00,5.00,49115.00
OI0002990,O001008,P0074,1,3,10020.00,15.00,25551.00
OI0002991,O001008,P0025,2,2,13240.00,5.00,25156.00
OI0002992,O001008,P0012,3,9,6280.00,0.00,56520.00
OI0002993,O001008,P0002,4,6,12930.00,5.00,73701.00
OI0002994,O001009,P0024,1,2,11180.00,10.00,20124.00
OI0002995,O001009,P0047,2,11,2190.00,0.00,24090.00
OI0002996,O001009,P0025,3,10,13240.00,0.00,132400.00
OI0002997,O001010,P0048,1,12,12050.00,15.00,122910.00
OI0002998,O001011,P0071,1,5,16680.00,0.00,83400.00
OI0002999,O001011,P0062,2,7,8730.00,10.00,54999.00
OI0003000,O001011,P0018,3,1,670.00,0.00,670.00
OI0003001,O001012,P0064,1,8,8250.00,5.00,62700.00
OI0003002,O001012,P0012,2,10,6280.00,0.00,62800.00
OI0003003,O001012,P0063,3,3,3720.00,0.00,11160.00
OI0003004,O001012,P0070,4,8,13990.00,15.00,95132.00
OI0003005,O001013,P0039,1,8,3060.00,0.00,24480.00
OI0003006,O001013,P0049,2,5,16150.00,5.00,76712.50
OI0003007,O001014,P0069,1,4,12320.00,0.00,49280.00
OI0003008,O001014,P0008,2,7,5830.00,0.00,40810.00
OI0003009,O001014,P0063,3,9,3720.00,0.00,33480.00
OI0003010,O001014,P0069,4,10,12320.00,15.00,104720.00
OI0003011,O001014,P0004,5,10,16440.00,5.00,156180.00
OI0003012,O001015,P0005,1,5,3300.00,5.00,15675.00
OI0003013,O001015,P0001,2,6,4300.00,5.00,24510.00
OI0003014,O001015,P0022,3,11,8500.00,0.00,93500.00
OI0003015,O001015,P0045,4,2,14880.00,15.00,25296.00
OI0003016,O001015,P0034,5,9,10570.00,0.00,95130.00
OI0003017,O001016,P0034,1,3,10570.00,0.00,31710.00
OI0003018,O001016,P0068,2,12,2100.00,5.00,23940.00
OI0003019,O001016,P0056,3,6,10190.00,5.00,58083.00
OI0003020,O001016,P0012,4,11,6280.00,10.00,62172.00
OI0003021,O001017,P0023,1,6,12130.00,15.00,61863.00
OI0003022,O001017,P0056,2,5,10190.00,5.00,48402.50
OI0003023,O001017,P0050,3,1,14600.00,10.00,13140.00
OI0003024,O001018,P0026,1,9,13420.00,10.00,108702.00
OI0003025,O001018,P0004,2,8,16440.00,0.00,131520.00
OI0003026,O001018,P0021,3,5,17850.00,15.00,75862.50
OI0003027,O001019,P0008,1,6,5830.00,0.00,34980.00
OI0003028,O001019,P0078,2,2,7660.00,0.00,15320.00
OI0003029,O001019,P0051,3,7,12120.00,5.00,80598.00
OI0003030,O001019,P0034,4,6,10570.00,15.00,53907.00
OI0003031,O001019,P0070,5,2,13990.00,5.00,26581.00
OI0003032,O001020,P0079,1,12,15570.00,0.00,186840.00
OI0003033,O001020,P0025,2,7,13240.00,0.00,92680.00
OI0003034,O001020,P0069,3,8,12320.00,15.00,83776.00
OI0003035,O001021,P0048,1,8,12050.00,5.00,91580.00
OI0003036,O001021,P0069,2,8,12320.00,10.00,88704.00
OI0003037,O001021,P0054,3,10,10100.00,5.00,95950.00
OI0003038,O001021,P0014,4,10,14460.00,15.00,122910.00
OI0003039,O001022,P0071,1,1,16680.00,0.00,16680.00
OI0003040,O001022,P0037,2,8,6650.00,15.00,45220.00
OI0003041,O001022,P0036,3,10,10120.00,10.00,91080.00
OI0003042,O001022,P0013,4,4,9840.00,10.00,35424.00
OI0003043,O001022,P0043,5,8,9450.00,0.00,75600.00
OI0003044,O001023,P0013,1,6,9840.00,15.00,50184.00
OI0003045,O001023,P0045,2,4,14880.00,0.00,59520.00
OI0003046,O001023,P0002,3,6,12930.00,10.00,69822.00
OI0003047,O001024,P0051,1,12,12120.00,0.00,145440.00
OI0003048,O001024,P0033,2,3,800.00,0.00,2400.00
OI0003049,O001024,P0029,3,11,8380.00,0.00,92180.00
OI0003050,O001025,P0027,1,5,4890.00,0.00,24450.00
OI0003051,O001025,P0061,2,12,9420.00,0.00,113040.00
OI0003052,O001025,P0068,3,6,2100.00,15.00,10710.00
OI0003053,O001025,P0013,4,10,9840.00,0.00,98400.00
OI0003054,O001025,P0030,5,1,340.00,0.00,340.00
OI0003055,O001026,P0029,1,10,8380.00,0.00,83800.00
OI0003056,O001026,P0036,2,11,10120.00,15.00,94622.00
OI0003057,O001027,P0052,1,11,13500.00,0.00,148500.00
OI0003058,O001028,P0068,1,11,2100.00,0.00,23100.00
OI0003059,O001028,P0003,2,9,14640.00,5.00,125172.00
OI0003060,O001028,P0003,3,7,14640.00,0.00,102480.00
OI0003061,O001028,P0035,4,9,14850.00,0.00,133650.00
OI0003062,O001029,P0011,1,10,6240.00,0.00,62400.00
OI0003063,O001029,P0019,2,1,7370.00,0.00,7370.00
OI0003064,O001029,P0022,3,3,8500.00,0.00,25500.00
OI0003065,O001029,P0011,4,3,6240.00,5.00,17784.00
OI0003066,O001030,P0076,1,1,8140.00,15.00,6919.00
OI0003067,O001030,P0073,2,9,1430.00,0.00,12870.00
OI0003068,O001030,P0068,3,6,2100.00,15.00,10710.00
OI0003069,O001030,P0039,4,12,3060.00,0.00,36720.00
OI0003070,O001031,P0011,1,7,6240.00,0.00,43680.00
