order_id,customer_id,product_id,order_date,quantity,unit_price,revenue,quarter
O-00387,C-0091,P-101,2025-06-27,17,445.29,7569.93,Q2
O-00388,C-0011,P-102,2025-04-11,18,716.85,12903.3,Q2
O-00389,C-0081,P-102,2025-11-11,18,666.16,11990.88,Q4
O-00390,C-0083,P-101,2025-10-31,19,341.59,6490.21,Q4
O-00391,C-0085,P-104,2025-11-06,11,164.23,1806.53,Q4
O-00392,C-0073,P-100,2025-01-15,3,979.09,2937.27,Q1
O-00393,C-0083,P-104,2025-05-16,7,160.27,1121.89,Q2
O-00394,C-0054,P-104,2025-11-24,1,146.15,146.15,Q4
O-00395,C-0081,P-104,2025-05-29,10,145.35,1453.5,Q2
O-00396,C-0088,P-103,2025-06-02,15,206.39,3095.85,Q2
O-00397,C-0008,P-101,2025-08-14,14,387.8,5429.2,Q3
O-00398,C-0027,P-102,2025-11-07,5,727.52,3637.6,Q4
O-00399,C-0092,P-102,2025-06-26,13,676.61,8795.93,Q2
O-00400,C-0048,P-104,2025-10-15,4,136.75,547.0,Q4
O-00401,C-0060,P-100,2025-05-17,15,1064.13,15961.95,Q2
O-00402,C-0013,P-100,2025-05-29,13,1322.95,17198.35,Q2
O-00403,C-0054,P-101,2025-03-23,11,450.73,4958.03,Q1
O-00404,C-0093,P-102,2025-04-08,6,779.51,4677.06,Q2
O-00405,C-0066,P-103,2025-09-13,10,243.52,2435.2,Q3
O-00406,C-0012,P-103,2025-09-16,15,284.59,4268.85,Q3
O-00407,C-0028,P-104,2025-06-30,2,122.65,245.3,Q2
O-00408,C-0064,P-104,2025-12-01,16,135.0,2160.0,Q4
O-00409,C-0002,P-100,2025-08-09,5,1330.63,6653.15,Q3
O-00410,C-0094,P-102,2025-07-26,12,652.67,7832.04,Q3
O-00411,C-0007,P-104,2025-10-15,7,139.03,973.21,Q4
O-00412,C-0037,P-100,2025-07-17,17,1149.15,19535.55,Q3
O-00413,C-0071,P-102,2025-11-16,20,673.27,13465.4,Q4
O-00414,C-0013,P-103,2025-07-11,11,248.81,2736.91,Q3
O-00415,C-0047,P-101,2025-04-12,20,391.28,7825.6,Q2
O-00416,C-0065,P-100,2025-01-24,2,1017.56,2035.12,Q1
O-00417,C-0043,P-103,2025-09-23,15,213.03,3195.45,Q3
O-00418,C-0066,P-101,2025-06-17,20,364.59,7291.8,Q2
O-00419,C-0051,P-104,2025-06-03,19,137.66,2615.54,Q2
O-00420,C-0066,P-104,2025-09-08,19,135.74,2579.06,Q3
O-00421,C-0003,P-102,2025-06-19,4,914.37,3657.48,Q2
O-00422,C-0075,P-102,2025-12-19,1,807.13,807.13,Q4
O-00423,C-0034,P-104,2025-10-23,8,157.87,1262.96,Q4
O-00424,C-0075,P-103,2025-03-29,17,255.04,4335.68,Q1
O-00425,C-0080,P-103,2025-03-17,8,202.76,1622.08,Q1
O-00426,C-0090,P-100,2025-04-08,1,1145.24,1145.24,Q2
O-00427,C-0054,P-101,2025-07-31,7,377.45,2642.15,Q3
O-00428,C-0100,P-104,2025-08-30,2,157.05,314.1,Q3
O-00429,C-0067,P-101,2025-10-15,11,459.74,5057.14,Q4
O-00430,C-0062,P-104,2025-07-12,11,170.23,1872.53,Q3
O-00431,C-0059,P-104,2025-06-25,18,138.6,2494.8,Q2
O-00432,C-0099,P-102,2025-11-09,16,693.83,11101.28,Q4
O-00433,C-0032,P-102,2025-10-13,10,702.96,7029.6,Q4
O-00434,C-0039,P-102,2025-12-27,7,833.27,5832.89,Q4
O-00435,C-0063,P-102,2025-09-03,12,796.94,9563.28,Q3
O-00436,C-0093,P-102,2025-05-28,4,800.57,3202.28,Q2
O-00437,C-0070,P-103,2025-07-22,12,283.53,3402.36,Q3
O-00438,C-0019,P-102,2025-01-22,10,907.49,9074.9,Q1
O-00439,C-0011,P-102,2025-08-15,9,849.25,7643.25,Q3
O-00440,C-0028,P-101,2025-10-03,9,450.62,4055.58,Q4
O-00441,C-0090,P-102,2025-03-12,4,812.39,3249.56,Q1
O-00442,C-0076,P-101,2025-05-05,2,413.78,827.56,Q2
O-00443,C-0068,P-101,2025-11-23,8,327.35,2618.8,Q4
O-00444,C-0053,P-102,2025-08-30,4,830.73,3322.92,Q3
O-00445,C-0018,P-100,2025-10-09,6,1130.9,6785.4,Q4
O-00446,C-0061,P-103,2025-11-30,7,266.14,1862.98,Q4
O-00447,C-0037,P-102,2025-05-27,2,894.22,1788.44,Q2
O-00448,C-0012,P-104,2025-04-29,18,158.78,2858.04,Q2
O-00449,C-0005,P-101,2025-08-02,6,450.75,2704.5,Q3
O-00450,C-0005,P-103,2025-09-11,6,281.95,1691.7,Q3
O-00451,C-0038,P-100,2025-01-05,10,1198.54,11985.4,Q1
O-00452,C-0014,P-102,2025-05-26,15,916.95,13754.25,Q2
O-00453,C-0070,P-104,2025-09-10,5,164.68,823.4,Q3
O-00454,C-0060,P-102,2025-04-09,4,732.59,2930.36,Q2
O-00455,C-0094,P-103,2025-11-28,9,262.88,2365.92,Q4
O-00456,C-0002,P-102,2025-06-01,19,828.83,15747.77,Q2
O-00457,C-0025,P-101,2025-11-09,13,435.78,5665.14,Q4
O-00458,C-0066,P-102,2025-02-14,13,827.39,10756.07,Q1
O-00459,C-0024,P-101,2025-09-02,11,451.02,4961.22,Q3
O-00460,C-0001,P-102,2025-07-16,8,765.09,6120.72,Q3
O-00461,C-0035,P-102,2025-06-04,19,842.41,16005.79,Q2
O-00462,C-0002,P-102,2025-12-01,12,833.98,10007.76,Q4
O-00463,C-0008,P-100,2025-08-27,10,1027.08,10270.8,Q3
O-00464,C-0088,P-104,2025-12-27,10,156.24,1562.4,Q4
O-00465,C-0082,P-102,2025-07-08,20,701.84,14036.8,Q3
O-00466,C-0018,P-103,2025-03-20,15,265.43,3981.45,Q1
O-00467,C-0078,P-102,2025-08-01,18,895.58,16120.44,Q3
O-00468,C-0097,P-104,2025-12-07,7,160.0,1120.0,Q4
O-00469,C-0088,P-104,2025-02-11,17,143.45,2438.65,Q1
O-00470,C-0091,P-102,2025-02-09,19,671.42,12756.98,Q1
O-00471,C-0071,P-104,2025-04-14,19,148.17,2815.23,Q2
O-00472,C-0022,P-102,2025-09-24,15,672.55,10088.25,Q3
O-00473,C-0027,P-104,2025-09-08,3,167.19,501.57,Q3
O-00474,C-0058,P-100,2025-08-21,5,1175.56,5877.8,Q3
O-00475,C-0059,P-104,2025-01-30,18,144.27,2596.86,Q1
O-00476,C-0040,P-100,2025-07-22,9,1302.91,11726.19,Q3
O-00477,C-0096,P-101,2025-10-24,3,326.34,979.02,Q4
O-00478,C-0045,P-100,2025-10-05,2,1352.52,2705.04,Q4
O-00479,C-0009,P-103,2025-01-17,10,235.78,2357.8,Q1
O-00480,C-0099,P-101,2025-11-25,14,372.42,5213.88,Q4
O-00481,C-0049,P-103,2025-07-13,13,207.02,2691.26,Q3
O-00482,C-0085,P-104,2025-03-10,12,126.23,1514.76,Q1
O-00483,C-0069,P-103,2025-09-28,5,263.69,1318.45,Q3
O-00484,C-0029,P-100,2025-01-12,10,1154.46,11544.6,Q1
O-00485,C-0093,P-104,2025-08-06,18,139.91,2518.38,Q3
O-00486,C-0030,P-101,2025-08-24,12,341.72,4100.64,Q3
O-00487,C-0025,P-100,2025-01-17,14,1218.27,17055.78,Q1
O-00488,C-0003,P-101,2025-04-16,3,334.13,1002.39,Q2
O-00489,C-0005,P-103,2025-11-03,2,221.41,442.82,Q4
O-00490,C-0006,P-103,2025-08-13,8,247.23,1977.84,Q3
O-00491,C-0097,P-100,2025-03-13,17,1377.26,23413.42,Q1
O-00492,C-0030,P-104,2025-06-13,19,151.39,2876.41,Q2
O-00493,C-0087,P-102,2025-05-02,10,885.35,8853.5,Q2
O-00494,C-0085,P-104,2025-04-24,14,135.78,1900.92,Q2
O-00495,C-0008,P-104,2025-10-30,6,152.86,917.16,Q4
O-00496,C-0055,P-104,2025-09-11,2,171.05,342.1,Q3
O-00497,C-0083,P-103,2025-09-26,11,260.93,2870.23,Q3
O-00498,C-0053,P-101,2025-06-03,13,345.74,4494.62,Q2
O-00499,C-0069,P-103,2025-05-04,8,226.31,1810.48,Q2
O-00500,C-0091,P-101,2025-08-26,2,398.73,797.46,Q3
O-00501,C-0054,P-104,2025-09-29,5,140.39,701.95,Q3
O-00502,C-0033,P-101,2025-06-19,3,449.11,1347.33,Q2
O-00503,C-0048,P-100,2025-10-02,7,981.65,6871.55,Q4
O-00504,C-0049,P-104,2025-11-05,2,165.87,331.74,Q4
O-00505,C-0025,P-104,2025-12-10,18,131.39,2365.02,Q4
O-00506,C-0027,P-102,2025-06-05,1,699.31,699.31,Q2
O-00507,C-0025,P-100,2025-09-03,8,1252.16,10017.28,Q3
O-00508,C-0091,P-101,2025-07-23,8,397.29,3178.32,Q3
O-00509,C-0100,P-102,2025-07-14,15,789.42,11841.3,Q3
O-00510,C-0046,P-102,2025-05-14,12,783.59,9403.08,Q2
O-00511,C-0064,P-103,2025-02-20,16,266.64,4266.24,Q1
O-00512,C-0041,P-101,2025-07-09,11,377.95,4157.45,Q3
O-00513,C-0073,P-101,2025-03-16,1,356.51,356.51,Q1
O-00514,C-0075,P-104,2025-08-02,10,128.0,1280.0,Q3
O-00515,C-0043,P-101,2025-07-14,19,436.67,8296.73,Q3
O-00516,C-0064,P-104,2025-12-02,11,133.51,1468.61,Q4
O-00517,C-0063,P-103,2025-08-24,6,264.12,1584.72,Q3
O-00518,C-0046,P-101,2025-03-13,18,388.36,6990.48,Q1
O-00519,C-0070,P-100,2025-09-26,2,1312.41,2624.82,Q3
O-00520,C-0010,P-100,2025-01-04,14,1017.75,14248.5,Q1
O-00521,C-0081,P-101,2025-02-04,5,321.28,1606.4,Q1
O-00522,C-0065,P-103,2025-07-11,2,254.06,508.12,Q3
O-00523,C-0086,P-104,2025-09-05,16,120.83,1933.28,Q3
O-00524,C-0069,P-104,2025-07-30,1,120.88,120.88,Q3
O-00525,C-0093,P-102,2025-10-02,10,644.8,6448.0,Q4
O-00526,C-0090,P-103,2025-04-02,4,280.33,1121.32,Q2
O-00527,C-0068,P-101,2025-05-04,7,406.77,2847.39,Q2
O-00528,C-0033,P-102,2025-05-17,13,662.13,8607.69,Q2
O-00529,C-0052,P-103,2025-10-17,8,286.65,2293.2,Q4
O-00530,C-0029,P-102,2025-12-17,3,823.05,2469.15,Q4
O-00531,C-0084,P-100,2025-02-17,13,1119.29,14550.77,Q1
O-00532,C-0071,P-103,2025-01-29,1,261.5,261.5,Q1
O-00533,C-0011,P-103,2025-08-11,11,249.51,2744.61,Q3
O-00534,C-0013,P-104,2025-01-22,8,131.1,1048.8,Q1
O-00535,C-0089,P-104,2025-09-01,9,122.44,1101.96,Q3
O-00536,C-0010,P-102,2025-10-06,19,824.27,15661.13,Q4
O-00537,C-0023,P-102,2025-01-09,7,804.37,5630.59,Q1
O-00538,C-0097,P-103,2025-02-09,10,214.21,2142.1,Q1
O-00539,C-0031,P-104,2025-07-19,18,137.42,2473.56,Q3
O-00540,C-0097,P-101,2025-12-19,3,390.11,1170.33,Q4
O-00541,C-0045,P-100,2025-02-20,14,1057.5,14805.0,Q1
O-00542,C-0010,P-102,2025-11-06,20,907.36,18147.2,Q4
O-00543,C-0051,P-102,2025-01-16,9,859.39,7734.51,Q1
O-00544,C-0058,P-103,2025-04-27,12,248.39,2980.68,Q2
O-00545,C-0049,P-103,2025-04-06,19,257.81,4898.39,Q2
O-00546,C-0011,P-104,2025-06-01,8,157.44,1259.52,Q2
O-00547,C-0011,P-102,2025-03-20,13,839.27,10910.51,Q1
O-00548,C-0082,P-101,2025-07-19,11,370.5,4075.5,Q3
O-00549,C-0012,P-100,2025-06-07,15,1111.17,16667.55,Q2
O-00550,C-0035,P-100,2025-03-09,3,1038.7,3116.1,Q1
O-00551,C-0058,P-104,2025-10-12,17,141.42,2404.14,Q4
O-00552,C-0004,P-100,2025-07-01,18,999.09,17983.62,Q3
O-00553,C-0077,P-102,2025-07-17,1,721.72,721.72,Q3
O-00554,C-0050,P-100,2025-10-14,8,1200.22,9601.76,Q4
O-00555,C-0022,P-103,2025-03-28,5,223.53,1117.65,Q1
O-00556,C-0035,P-103,2025-03-16,3,214.63,643.89,Q1
O-00557,C-0036,P-103,2025-06-03,16,268.48,4295.68,Q2
O-00558,C-0047,P-102,2025-05-07,16,806.27,12900.32,Q2
O-00559,C-0026,P-103,2025-02-24,5,226.66,1133.3,Q1
O-00560,C-0051,P-102,2025-11-14,13,865.14,11246.82,Q4
O-00561,C-0043,P-103,2025-06-21,14,271.35,3798.9,Q2
O-00562,C-0084,P-104,2025-03-11,10,136.83,1368.3,Q1
O-00563,C-0089,P-101,2025-09-03,11,344.87,3793.57,Q3
O-00564,C-0051,P-102,2025-05-30,16,910.97,14575.52,Q2
O-00565,C-0032,P-102,2025-07-12,9,868.62,7817.58,Q3
O-00566,C-0051,P-102,2025-02-28,19,695.94,13222.86,Q1
O-00567,C-0070,P-101,2025-12-16,18,323.77,5827.86,Q4
O-00568,C-0094,P-103,2025-12-29,7,238.36,1668.52,Q4
O-00569,C-0038,P-100,2025-07-29,16,1018.46,16295.36,Q3
O-00570,C-0039,P-101,2025-05-10,5,420.13,2100.65,Q2
O-00571,C-0049,P-100,2025-08-18,20,1161.28,23225.6,Q3
O-00572,C-0052,P-104,2025-09-17,14,148.54,2079.56,Q3
O-00573,C-0047,P-104,2025-11-01,3,125.74,377.22,Q4
O-00574,C-0032,P-102,2025-03-27,20,652.4,13048.0,Q1
O-00575,C-0083,P-103,2025-06-19,14,209.27,2929.78,Q2
O-00576,C-0013,P-102,2025-04-24,17,849.12,14435.04,Q2
O-00577,C-0072,P-104,2025-12-19,19,131.6,2500.4,Q4
O-00578,C-0048,P-103,2025-08-26,19,260.41,4947.79,Q3
O-00579,C-0020,P-102,2025-01-13,16,669.27,10708.32,Q1
O-00580,C-0054,P-100,2025-03-01,5,1106.3,5531.5,Q1
O-00581,C-0044,P-103,2025-04-16,17,242.26,4118.42,Q2
O-00582,C-0061,P-100,2025-08-13,15,1093.94,16409.1,Q3
O-00583,C-0039,P-100,2025-12-30,4,969.49,3877.96,Q4
O-00584,C-0044,P-100,2025-12-13,6,1350.57,8103.42,Q4
O-00585,C-0095,P-101,2025-09-22,6,397.27,2383.62,Q3
O-00586,C-0043,P-104,2025-08-07,15,132.17,1982.55,Q3
O-00587,C-0052,P-101,2025-04-06,14,375.38,5255.32,Q2
O-00588,C-0095,P-104,2025-04-12,15,151.09,2266.35,Q2
O-00589,C-0050,P-100,2025-12-27,7,1046.43,7325.01,Q4
O-00590,C-0097,P-100,2025-10-23,4,1295.79,5183.16,Q4
O-00591,C-0069,P-101,2025-07-07,11,347.59,3823.49,Q3
O-00592,C-0015,P-102,2025-12-10,16,787.76,12604.16,Q4
O-00593,C-0082,P-102,2025-11-02,13,811.17,10545.21,Q4
O-00594,C-0076,P-100,2025-06-28,12,1315.12,15781.44,Q2
O-00595,C-0080,P-101,2025-12-11,10,448.62,4486.2,Q4
O-00596,C-0076,P-100,2025-12-11,5,1091.54,5457.7,Q4
O-00597,C-0031,P-102,2025-03-01,6,744.53,4467.18,Q1
O-00598,C-0019,P-104,2025-07-18,14,151.31,2118.34,Q3
O-00599,C-0074,P-103,2025-08-05,6,242.58,1455.48,Q3
O-00600,C-0069,P-101,2025-10-12,6,388.55,2331.3,Q4
O-00601,C-0018,P-101,2025-06-11,15,406.72,6100.8,Q2
O-00602,C-0046,P-100,2025-09-06,5,1041.95,5209.75,Q3
O-00603,C-0050,P-104,2025-09-16,16,141.48,2263.68,Q3
O-00604,C-0063,P-103,2025-12-30,15,242.76,3641.4,Q4
O-00605,C-0011,P-104,2025-01-16,8,135.33,1082.64,Q1
O-00606,C-0036,P-101,2025-10-03,10,343.55,3435.5,Q4
O-00607,C-0059,P-104,2025-09-11,18,146.82,2642.76,Q3
O-00608,C-0074,P-100,2025-05-18,18,1305.78,23504.04,Q2
O-00609,C-0047,P-104,2025-01-22,15,148.68,2230.2,Q1
O-00610,C-0055,P-100,2025-12-01,8,1085.04,8680.32,Q4
O-00611,C-0005,P-103,2025-05-15,12,275.44,3305.28,Q2
O-00612,C-0012,P-103,2025-03-02,8,218.36,1746.88,Q1
O-00613,C-0095,P-104,2025-12-19,12,165.21,1982.52,Q4
O-00614,C-0079,P-103,2025-03-26,20,212.18,4243.6,Q1
O-00615,C-0027,P-101,2025-01-31,19,369.11,7013.09,Q1
O-00616,C-0036,P-104,2025-10-03,6,136.99,821.94,Q4
O-00617,C-0091,P-102,2025-05-29,19,714.86,13582.34,Q2
O-00618,C-0066,P-100,2025-03-11,14,1345.88,18842.32,Q1
O-00619,C-0036,P-101,2025-12-26,5,354.95,1774.75,Q4
O-00620,C-0092,P-102,2025-05-07,13,777.05,10101.65,Q2
O-00621,C-0074,P-102,2025-11-18,14,745.05,10430.7,Q4
O-00622,C-0010,P-100,2025-07-26,17,1274.92,21673.64,Q3
O-00623,C-0089,P-102,2025-08-21,16,731.64,11706.24,Q3
O-00624,C-0001,P-100,2025-08-23,12,1317.04,15804.48,Q3
O-00625,C-0069,P-103,2025-04-22,14,272.17,3810.38,Q2
O-00626,C-0064,P-102,2025-06-15,10,734.57,7345.7,Q2
O-00627,C-0074,P-101,2025-10-17,16,430.36,6885.76,Q4
O-00628,C-0088,P-100,2025-01-24,4,1223.0,4892.0,Q1
O-00629,C-0059,P-100,2025-03-05,6,1145.34,6872.04,Q1
O-00630,C-0001,P-103,2025-04-14,5,277.19,1385.95,Q2
O-00631,C-0039,P-101,2025-05-21,3,411.64,1234.92,Q2
O-00632,C-0033,P-100,2025-07-10,6,981.75,5890.5,Q3
O-00633,C-0081,P-102,2025-12-25,8,760.18,6081.44,Q4
O-00634,C-0012,P-100,2025-01-01,7,1160.26,8121.82,Q1
O-00635,C-0017,P-104,2025-04-26,17,155.7,2646.9,Q2
O-00636,C-0002,P-100,2025-12-23,11,1303.19,14335.09,Q4
O-00637,C-0055,P-101,2025-09-02,3,352.05,1056.15,Q3
O-00638,C-0012,P-100,2025-02-22,11,1114.38,12258.18,Q1
O-00639,C-0039,P-101,2025-07-15,5,409.82,2049.1,Q3
O-00640,C-0087,P-101,2025-02-05,17,398.86,6780.62,Q1
O-00641,C-0079,P-101,2025-08-14,12,421.14,5053.68,Q3
O-00642,C-0081,P-101,2025-07-30,20,416.12,8322.4,Q3
O-00643,C-0028,P-100,2025-02-21,5,1276.03,6380.15,Q1
O-00644,C-0076,P-103,2025-06-29,14,227.52,3185.28,Q2
O-00645,C-0018,P-101,2025-05-22,3,354.74,1064.22,Q2
O-00646,C-0077,P-104,2025-11-08,10,160.9,1609.0,Q4
O-00647,C-0089,P-100,2025-12-04,10,1046.29,10462.9,Q4
O-00648,C-0078,P-104,2025-04-07,13,135.52,1761.76,Q2
O-00649,C-0007,P-101,2025-09-11,13,335.78,4365.14,Q3
O-00650,C-0064,P-104,2025-02-06,17,166.66,2833.22,Q1
O-00651,C-0002,P-102,2025-06-12,5,748.31,3741.55,Q2
O-00652,C-0073,P-103,2025-07-07,18,259.76,4675.68,Q3
O-00653,C-0098,P-103,2025-02-07,1,251.39,251.39,Q1
O-00654,C-0002,P-102,2025-04-21,2,898.32,1796.64,Q2
O-00655,C-0051,P-104,2025-05-27,17,160.27,2724.59,Q2
O-00656,C-0055,P-103,2025-02-12,18,247.04,4446.72,Q1
O-00657,C-0020,P-102,2025-02-12,10,662.13,6621.3,Q1
O-00658,C-0027,P-101,2025-10-02,11,374.7,4121.7,Q4
O-00659,C-0082,P-100,2025-06-08,14,1266.58,17732.12,Q2
O-00660,C-0031,P-100,2025-05-06,3,1348.34,4045.02,Q2
O-00661,C-0015,P-103,2025-11-10,20,204.82,4096.4,Q4
O-00662,C-0086,P-101,2025-03-03,1,419.11,419.11,Q1
O-00663,C-0090,P-100,2025-03-25,16,1360.27,21764.32,Q1
O-00664,C-0067,P-104,2025-05-13,6,139.52,837.12,Q2
O-00665,C-0096,P-102,2025-03-02,1,733.8,733.8,Q1
O-00666,C-0055,P-102,2025-09-26,3,713.63,2140.89,Q3
O-00667,C-0074,P-100,2025-09-12,15,1174.53,17617.95,Q3
O-00668,C-0008,P-103,2025-10-18,6,232.17,1393.02,Q4
O-00669,C-0033,P-100,2025-10-21,4,1055.93,4223.72,Q4
O-00670,C-0066,P-100,2025-01-23,1,1062.71,1062.71,Q1
O-00671,C-0061,P-102,2025-07-16,5,690.11,3450.55,Q3
O-00672,C-0005,P-104,2025-12-02,14,131.79,1845.06,Q4
O-00673,C-0032,P-103,2025-06-13,9,272.27,2450.43,Q2
O-00674,C-0074,P-102,2025-03-03,17,828.53,14085.01,Q1
O-00675,C-0007,P-101,2025-04-25,17,457.4,7775.8,Q2
O-00676,C-0052,P-100,2025-08-27,10,1284.88,12848.8,Q3
O-00677,C-0040,P-102,2025-02-14,18,767.89,13822.02,Q1
O-00678,C-0048,P-101,2025-05-30,19,429.83,8166.77,Q2
O-00679,C-0095,P-104,2025-05-05,15,139.33,2089.95,Q2
O-00680,C-0064,P-101,2025-10-07,8,341.08,2728.64,Q4
O-00681,C-0053,P-100,2025-04-30,18,1105.5,19899.0,Q2
O-00682,C-0089,P-100,2025-06-21,1,1278.75,1278.75,Q2
O-00683,C-0049,P-102,2025-02-23,7,788.35,5518.45,Q1
O-00684,C-0031,P-103,2025-09-09,2,285.1,570.2,Q3
O-00685,C-0019,P-102,2025-02-17,2,897.96,1795.92,Q1
O-00686,C-0067,P-103,2025-12-25,12,240.12,2881.44,Q4
O-00687,C-0096,P-100,2025-10-25,4,1172.28,4689.12,Q4
O-00688,C-0082,P-103,2025-02-08,19,249.68,4743.92,Q1
O-00689,C-0056,P-101,2025-05-02,10,356.54,3565.4,Q2
O-00690,C-0041,P-103,2025-12-25,11,227.83,2506.13,Q4
O-00691,C-0035,P-101,2025-02-08,7,339.06,2373.42,Q1
O-00692,C-0099,P-104,2025-02-25,5,125.55,627.75,Q1
O-00693,C-0058,P-103,2025-06-10,14,210.56,2947.84,Q2
O-00694,C-0046,P-101,2025-08-20,10,384.87,3848.7,Q3
O-00695,C-0016,P-100,2025-03-22,10,1307.08,13070.8,Q1
O-00696,C-0090,P-104,2025-01-21,7,163.89,1147.23,Q1
O-00697,C-0042,P-101,2025-02-16,8,455.58,3644.64,Q1
O-00698,C-0051,P-104,2025-01-26,10,133.66,1336.6,Q1
O-00699,C-0023,P-100,2025-07-27,15,1193.5,17902.5,Q3
O-00700,C-0071,P-101,2025-02-18,15,334.27,5014.05,Q1
O-00701,C-0018,P-100,2025-01-07,2,1308.76,2617.52,Q1
O-00702,C-0029,P-101,2025-04-12,13,372.11,4837.43,Q2
O-00703,C-0081,P-100,2025-10-26,19,1068.7,20305.3,Q4
O-00704,C-0010,P-100,2025-02-03,7,1339.05,9373.35,Q1
O-00705,C-0057,P-101,2025-02-17,11,337.15,3708.65,Q1
O-00706,C-0060,P-100,2025-03-28,19,1141.93,21696.67,Q1
O-00707,C-0093,P-103,2025-09-12,1,233.49,233.49,Q3
O-00708,C-0055,P-101,2025-07-01,7,447.16,3130.12,Q3
O-00709,C-0036,P-102,2025-08-17,5,649.7,3248.5,Q3
O-00710,C-0080,P-104,2025-05-06,10,146.19,1461.9,Q2
O-00711,C-0071,P-103,2025-02-01,3,224.48,673.44,Q1
O-00712,C-0018,P-103,2025-04-13,17,221.8,3770.6,Q2
O-00713,C-0070,P-100,2025-07-15,12,1161.47,13937.64,Q3
O-00714,C-0063,P-102,2025-10-17,17,730.05,12410.85,Q4
O-00715,C-0035,P-101,2025-01-14,11,403.6,4439.6,Q1
O-00716,C-0004,P-102,2025-01-30,16,788.24,12611.84,Q1
O-00717,C-0099,P-104,2025-04-30,6,125.26,751.56,Q2
O-00718,C-0085,P-101,2025-05-17,18,434.28,7817.04,Q2
O-00719,C-0095,P-100,2025-04-23,19,1315.53,24995.07,Q2
O-00720,C-0050,P-102,2025-03-30,6,706.23,4237.38,Q1
O-00721,C-0041,P-102,2025-10-30,1,836.97,836.97,Q4
O-00722,C-0046,P-104,2025-10-16,5,149.56,747.8,Q4
O-00723,C-0025,P-103,2025-10-05,10,215.36,2153.6,Q4
O-00724,C-0005,P-100,2025-01-29,8,1212.7,9701.6,Q1
O-00725,C-0003,P-104,2025-09-02,1,137.42,137.42,Q3
O-00726,C-0079,P-101,2025-03-08,11,420.37,4624.07,Q1
O-00727,C-0042,P-100,2025-01-12,5,1206.38,6031.9,Q1
O-00728,C-0019,P-100,2025-09-27,12,1363.43,16361.16,Q3
O-00729,C-0048,P-103,2025-10-28,4,229.45,917.8,Q4
O-00730,C-0042,P-101,2025-03-22,14,430.86,6032.04,Q1
O-00731,C-0063,P-102,2025-03-31,18,834.2,15015.6,Q1
O-00732,C-0079,P-102,2025-04-25,19,868.05,16492.95,Q2
O-00733,C-0049,P-102,2025-12-19,10,675.66,6756.6,Q4
O-00734,C-0094,P-100,2025-12-26,19,1124.47,21364.93,Q4
O-00735,C-0099,P-104,2025-01-17,6,151.63,909.78,Q1
O-00736,C-0079,P-101,2025-11-24,19,334.58,6357.02,Q4
O-00737,C-0064,P-101,2025-06-19,3,353.32,1059.96,Q2
O-00738,C-0041,P-101,2025-11-22,3,435.03,1305.09,Q4
O-00739,C-0086,P-102,2025-08-17,1,714.26,714.26,Q3
O-00740,C-0032,P-100,2025-06-29,9,1290.55,11614.95,Q2
O-00741,C-0093,P-100,2025-01-25,13,1144.05,14872.65,Q1
O-00742,C-0054,P-101,2025-07-31,16,443.45,7095.2,Q3
O-00743,C-0045,P-104,2025-07-12,4,163.51,654.04,Q3
O-00744,C-0074,P-101,2025-03-25,15,330.32,4954.8,Q1
O-00745,C-0005,P-102,2025-01-11,11,713.12,7844.32,Q1
O-00746,C-0014,P-100,2025-06-25,6,1332.93,7997.58,Q2
O-00747,C-0021,P-100,2025-10-08,3,1101.94,3305.82,Q4
O-00748,C-0079,P-103,2025-12-27,1,237.74,237.74,Q4
O-00749,C-0084,P-101,2025-11-07,14,341.99,4787.86,Q4
O-00750,C-0013,P-102,2025-04-16,7,754.6,5282.2,Q2
O-00751,C-0071,P-104,2025-05-16,10,135.61,1356.1,Q2
O-00752,C-0013,P-100,2025-07-21,19,1190.86,22626.34,Q3
O-00753,C-0063,P-101,2025-01-28,12,320.53,3846.36,Q1
O-00754,C-0012,P-102,2025-12-05,20,774.49,15489.8,Q4
O-00755,C-0013,P-100,2025-04-16,6,1228.04,7368.24,Q2
O-00756,C-0011,P-103,2025-03-01,10,268.68,2686.8,Q1
O-00757,C-0061,P-103,2025-12-05,9,207.97,1871.73,Q4
O-00758,C-0070,P-103,2025-04-05,12,277.48,3329.76,Q2
O-00759,C-0048,P-101,2025-08-17,2,356.86,713.72,Q3
O-00760,C-0060,P-102,2025-04-26,9,797.99,7181.91,Q2
O-00761,C-0020,P-100,2025-02-13,12,1299.44,15593.28,Q1
O-00762,C-0053,P-104,2025-04-27,18,123.2,2217.6,Q2
O-00763,C-0050,P-104,2025-08-03,18,156.07,2809.26,Q3
O-00764,C-0061,P-104,2025-05-01,16,135.69,2171.04,Q2
O-00765,C-0051,P-100,2025-09-15,19,1338.19,25425.61,Q3
O-00766,C-0074,P-104,2025-03-17,4,169.84,679.36,Q1
O-00767,C-0058,P-101,2025-03-27,7,433.18,3032.26,Q1
O-00768,C-0017,P-100,2025-08-05,3,1375.08,4125.24,Q3
O-00769,C-0056,P-101,2025-11-18,5,436.78,2183.9,Q4
O-00770,C-0034,P-102,2025-02-04,3,748.67,2246.01,Q1
O-00771,C-0051,P-104,2025-06-16,9,147.28,1325.52,Q2
O-00772,C-0002,P-104,2025-10-28,17,161.04,2737.68,Q4
O-00773,C-0015,P-103,2025-03-18,5,249.58,1247.9,Q1
